# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P03126	uniprotkb:Q13158	uniprotkb:Q71BI7|intact:EBI-1177242|uniprotkb:P03126	uniprotkb:Q14866|uniprotkb:Q6IBR4|ensembl:ENSP00000301838.5|intact:EBI-494804|uniprotkb:Q13158	psi-mi:ve6_hpv16(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)	psi-mi:fadd_human(display_short)|psi-mi:FAS-associated death domain protein(display_long)|uniprotkb:FADD(gene name)|uniprotkb:Growth-inhibiting gene 3 protein(gene name synonym)|uniprotkb:GIG3(orf name)|uniprotkb:MORT1(gene name synonym)|uniprotkb:Mediator of receptor induced toxicity(gene name synonym)|uniprotkb:FAS-associating death domain-containing protein(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Filippova M. et al.(2004)	intact:EBI-7166172|doi:10.1074/jbc.M401172200|mint:MINT-1175960|mint:MINT-5216999|pubmed:15073179	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7166309|mint:MINT-69675	intact-miscore:0.59
uniprotkb:P19438	uniprotkb:P03126	uniprotkb:A8K4X3|uniprotkb:B2RDE4|uniprotkb:B3KPQ1|uniprotkb:B4DQB7|uniprotkb:B4E309|uniprotkb:Q9UCA4|uniprotkb:D3DUR1|uniprotkb:B5M0B5|ensembl:ENSP00000162749.2|intact:EBI-299451|uniprotkb:P19438	uniprotkb:Q71BI7|intact:EBI-1177242|uniprotkb:P03126	psi-mi:tnr1a_human(display_short)|psi-mi:Tumor necrosis factor receptor superfamily member 1A(display_long)|uniprotkb:TNFRSF1A(gene name)|uniprotkb:p55(gene name synonym)|uniprotkb:Tumor necrosis factor receptor type I(gene name synonym)|uniprotkb:Tumor necrosis factor receptor 1(gene name synonym)|uniprotkb:p60(gene name synonym)|uniprotkb:TNFR1(gene name synonym)|uniprotkb:TNFAR(gene name synonym)	psi-mi:ve6_hpv16(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)	psi-mi:"MI:0018"(two hybrid)	Filippova M. et al.(2004)	intact:EBI-7166172|doi:10.1074/jbc.M401172200|mint:MINT-1175960|mint:MINT-5216999|pubmed:15073179	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7166335|mint:MINT-69676	intact-miscore:0.37
uniprotkb:P06463	uniprotkb:P55036	intact:EBI-1186926|uniprotkb:P06463	uniprotkb:Q5VWC5|uniprotkb:Q9NS92|uniprotkb:D3DV16|ensembl:ENSP00000357879.4|intact:EBI-359318|uniprotkb:P55036	psi-mi:ve6_hpv18(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)	psi-mi:psmd4_human(display_short)|psi-mi:26S proteasome non-ATPase regulatory subunit 4(display_long)|uniprotkb:PSMD4(gene name)|uniprotkb:Antisecretory factor 1(gene name synonym)|uniprotkb:Multiubiquitin chain-binding protein(gene name synonym)|uniprotkb:26S proteasome regulatory subunit RPN10(gene name synonym)|uniprotkb:26S proteasome regulatory subunit S5A(gene name synonym)|uniprotkb:MCB1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11723983|psi-mi:"MI:0471"|imex:IM-25307-622	intact-miscore:0.35
uniprotkb:P06463	uniprotkb:P55036	intact:EBI-1186926|uniprotkb:P06463	uniprotkb:Q5VWC5|uniprotkb:Q9NS92|uniprotkb:D3DV16|ensembl:ENSP00000357879.4|intact:EBI-359318|uniprotkb:P55036	psi-mi:ve6_hpv18(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)	psi-mi:psmd4_human(display_short)|psi-mi:26S proteasome non-ATPase regulatory subunit 4(display_long)|uniprotkb:PSMD4(gene name)|uniprotkb:Antisecretory factor 1(gene name synonym)|uniprotkb:Multiubiquitin chain-binding protein(gene name synonym)|uniprotkb:26S proteasome regulatory subunit RPN10(gene name synonym)|uniprotkb:26S proteasome regulatory subunit S5A(gene name synonym)|uniprotkb:MCB1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724021|psi-mi:"MI:0471"|imex:IM-25307-583	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q92508	intact:EBI-11724180|uniprotkb:P06792	intact:EBI-28972558|uniprotkb:A7E2B7|uniprotkb:A6NHT9|uniprotkb:Q0KKZ9|ensembl:ENSP00000301015.9|intact:EBI-10986212|uniprotkb:Q92508	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:piez1_human(display_short)|psi-mi:Piezo-type mechanosensitive ion channel component 1(display_long)|uniprotkb:PIEZO1(gene name)|uniprotkb:Protein FAM38A(gene name synonym)|uniprotkb:Membrane protein induced by beta-amyloid treatment(gene name synonym)|uniprotkb:KIAA0233(gene name synonym)|uniprotkb:FAM38A(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q01650	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q8IV97|uniprotkb:Q9UBN8|uniprotkb:Q9UP15|uniprotkb:Q9UQC0|ensembl:ENSP00000261622.4|intact:EBI-6138761|uniprotkb:Q01650	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:lat1_human(display_short)|psi-mi:Large neutral amino acids transporter small subunit 1(display_long)|uniprotkb:SLC7A5(gene name)|uniprotkb:y+ system cationic amino acid transporter(gene name synonym)|uniprotkb:Solute carrier family 7 member 5(gene name synonym)|uniprotkb:L-type amino acid transporter 1(gene name synonym)|uniprotkb:Integral membrane protein E16(gene name synonym)|uniprotkb:CD98 light chain(gene name synonym)|uniprotkb:4F2 light chain(gene name synonym)|uniprotkb:MPE16(gene name synonym)|uniprotkb:LAT1(gene name synonym)|uniprotkb:CD98LC(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:P27105	intact:EBI-11724180|uniprotkb:P06792	ensembl:ENSP00000286713.2|uniprotkb:Q14087|uniprotkb:Q15609|uniprotkb:Q5VX96|uniprotkb:Q96FK4|uniprotkb:B1AM77|intact:EBI-1211440|uniprotkb:P27105	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:stom_human(display_short)|psi-mi:Stomatin(display_long)|uniprotkb:STOM(gene name)|uniprotkb:Erythrocyte membrane protein band 7.2(gene name synonym)|uniprotkb:Erythrocyte band 7 integral membrane protein(gene name synonym)|uniprotkb:Protein 7.2b(gene name synonym)|uniprotkb:EPB72(gene name synonym)|uniprotkb:BND7(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:O15439	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q8NEW8|uniprotkb:Q9Y6J2|uniprotkb:A9Z1Z7|uniprotkb:Q8IZN6|uniprotkb:Q8IVZ4|uniprotkb:B7Z3Q7|ensembl:ENSP00000494609.1|intact:EBI-4319622|uniprotkb:O15439	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:mrp4_human(display_short)|psi-mi:ATP-binding cassette sub-family C member 4(display_long)|uniprotkb:ABCC4(gene name)|uniprotkb:Multidrug resistance-associated protein 4(gene name synonym)|uniprotkb:MOATB(gene name synonym)|uniprotkb:Multi-specific organic anion transporter B(gene name synonym)|uniprotkb:MRP/cMOAT-related ABC transporter(gene name synonym)|uniprotkb:MRP4(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:P04114	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q9UMN0|uniprotkb:P78479|uniprotkb:P78480|uniprotkb:Q7Z600|uniprotkb:Q13786|uniprotkb:O00502|uniprotkb:P78481|uniprotkb:Q4ZG63|uniprotkb:Q13779|uniprotkb:Q13788|uniprotkb:Q13785|uniprotkb:Q13787|uniprotkb:Q53QC8|ensembl:ENSP00000233242.1|intact:EBI-3926040|uniprotkb:P04114	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:apob_human(display_short)|psi-mi:Apolipoprotein B-100(display_long)|uniprotkb:APOB(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:P10909	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:B3KSE6|uniprotkb:P11380|uniprotkb:P11381|uniprotkb:Q5HYC1|uniprotkb:Q7Z5B9|uniprotkb:B2R9Q1|uniprotkb:Q2TU75|ensembl:ENSP00000315130.10|ensembl:ENSP00000385419.3|ensembl:ENSP00000429620.1|intact:EBI-1104674|uniprotkb:P10909	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:clus_human(display_short)|psi-mi:Clusterin(display_long)|uniprotkb:CLU(gene name)|uniprotkb:Sulfated glycoprotein 2(gene name synonym)|uniprotkb:AAG4(orf name)|uniprotkb:Aging-associated gene 4 protein(gene name synonym)|uniprotkb:Ku70-binding protein 1(gene name synonym)|uniprotkb:Testosterone-repressed prostate message 2(gene name synonym)|uniprotkb:Apolipoprotein J(gene name synonym)|uniprotkb:NA1/NA2(gene name synonym)|uniprotkb:Complement cytolysis inhibitor(gene name synonym)|uniprotkb:Complement-associated protein SP-40,40(gene name synonym)|uniprotkb:KUB1(gene name synonym)|uniprotkb:CLI(gene name synonym)|uniprotkb:APOJ(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:P16615	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:P16614|uniprotkb:A6NDN7|uniprotkb:B4DF05|uniprotkb:Q86VJ2|ensembl:ENSP00000440045.2|intact:EBI-358933|uniprotkb:P16615	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:at2a2_human(display_short)|psi-mi:Sarcoplasmic/endoplasmic reticulum calcium ATPase 2(display_long)|uniprotkb:ATP2A2(gene name)|uniprotkb:"Endoplasmic reticulum class 1/2 Ca(2+) ATPase"(gene name synonym)|uniprotkb:Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform(gene name synonym)|uniprotkb:Calcium pump 2(gene name synonym)|uniprotkb:ATP2B(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:P50281	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q6GSF3|uniprotkb:Q92678|uniprotkb:A8K5L0|ensembl:ENSP00000308208.6|intact:EBI-992788|uniprotkb:P50281	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:mmp14_human(display_short)|psi-mi:Matrix metalloproteinase-14(display_long)|uniprotkb:MMP14(gene name)|uniprotkb:MMP-X1(gene name synonym)|uniprotkb:Membrane-type-1 matrix metalloproteinase(gene name synonym)|uniprotkb:Membrane-type matrix metalloproteinase 1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q9NQC3	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	intact:EBI-1753019|uniprotkb:O94962|uniprotkb:Q9BXG5|uniprotkb:Q9H212|uniprotkb:Q9H3I3|uniprotkb:Q9UQ42|uniprotkb:Q9Y293|uniprotkb:Q9Y2Y7|uniprotkb:Q9Y5U6|intact:EBI-1958210|intact:EBI-1056082|uniprotkb:Q7L7Q8|uniprotkb:Q96B16|intact:EBI-28967519|uniprotkb:Q7L7Q5|uniprotkb:Q7L7Q6|uniprotkb:Q8IUA4|ensembl:ENSP00000337838.6|intact:EBI-715945|uniprotkb:Q9NQC3	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:rtn4_human(display_short)|psi-mi:Reticulon-4(display_long)|uniprotkb:RTN4(gene name)|uniprotkb:SP1507(orf name)|uniprotkb:My043(orf name)|uniprotkb:NOGO(gene name synonym)|uniprotkb:KIAA0886(gene name synonym)|uniprotkb:Reticulon-5(gene name synonym)|uniprotkb:RTN-x(gene name synonym)|uniprotkb:Neuroendocrine-specific protein C homolog(gene name synonym)|uniprotkb:Neuroendocrine-specific protein(gene name synonym)|uniprotkb:Foocen(gene name synonym)|uniprotkb:Neurite outgrowth inhibitor(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:Q86WV6	uniprotkb:P06788	uniprotkb:A8K3P6|uniprotkb:B6EB35|uniprotkb:D6RBX0|uniprotkb:D6RE01|uniprotkb:D6RID9|ensembl:ENSP00000331288.4|ensembl:ENSP00000498596.1|ensembl:ENSP00000499166.1|ensembl:ENSP00000500685.1|ensembl:ENSP00000500793.1|ensembl:ENSP00000500823.1|intact:EBI-2800345|uniprotkb:Q86WV6	intact:EBI-1776887|uniprotkb:P06788	psi-mi:sting_human(display_short)|psi-mi:Stimulator of interferon genes protein(display_long)|uniprotkb:Sting1(gene name)|uniprotkb:Sting(gene name synonym)|uniprotkb:Transmembrane protein 173(gene name synonym)|uniprotkb:Tmem173(gene name synonym)|uniprotkb:Mediator of IRF3 activation(gene name synonym)|uniprotkb:Mita(gene name synonym)|uniprotkb:Endoplasmic reticulum interferon stimulator(gene name synonym)|uniprotkb:Eris(gene name synonym)	psi-mi:ve7_hpv18(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lau L. et al.(2015)	intact:EBI-16178372|doi:10.1126/science.aab3291|pubmed:26405230|imex:IM-25185	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-16178391|dip:DIP-200662E|imex:IM-25185-1	intact-miscore:0.4
uniprotkb:P03129	uniprotkb:Q9NRY4	intact:EBI-866453|uniprotkb:P03129	uniprotkb:Q14452|uniprotkb:Q9C0E1|uniprotkb:A7E2A4|ensembl:ENSP00000500409.1|intact:EBI-766200|uniprotkb:Q9NRY4	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:rhg35_human(display_short)|psi-mi:Rho GTPase-activating protein 35(display_long)|uniprotkb:ARHGAP35(gene name)|uniprotkb:p190ARHOGAP(gene name synonym)|uniprotkb:P190A(gene name synonym)|uniprotkb:GRLF1(gene name synonym)|uniprotkb:KIAA1722(gene name synonym)|uniprotkb:GRF1(gene name synonym)|uniprotkb:Glucocorticoid receptor DNA-binding factor 1(gene name synonym)|uniprotkb:Rho GAP p190A(gene name synonym)|uniprotkb:Glucocorticoid receptor repression factor 1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.35
uniprotkb:P27635	uniprotkb:P03126	uniprotkb:A3KQT0|uniprotkb:Q16470|uniprotkb:Q2HXT7|uniprotkb:Q53FH7|uniprotkb:Q6FGN8|uniprotkb:Q8TDA5|intact:EBI-3046680|uniprotkb:D3DWW6|ensembl:ENSP00000341730.4|ensembl:ENSP00000358832.2|intact:EBI-352398|uniprotkb:P27635	uniprotkb:Q71BI7|intact:EBI-1177242|uniprotkb:P03126	psi-mi:rl10_human(display_short)|psi-mi:Large ribosomal subunit protein uL16(display_long)|uniprotkb:RPL10(gene name)|uniprotkb:60S ribosomal protein L10(gene name synonym)|uniprotkb:Ribosomal protein L10(gene name synonym)|uniprotkb:DXS648E(gene name synonym)|uniprotkb:Laminin receptor homolog(gene name synonym)|uniprotkb:Tumor suppressor QM(gene name synonym)|uniprotkb:Protein QM(gene name synonym)|uniprotkb:QM(gene name synonym)|MINT:RPL10(author assigned name)	psi-mi:ve6_hpv16(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)|MINT:E6(author assigned name)	psi-mi:"MI:1203"(split luciferase complementation)	Neveu G. et al.(2012)	intact:EBI-12736076|doi:10.1016/j.ymeth.2012.07.029|pubmed:22898364|imex:IM-28562	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-26503126|imex:IM-28562-1035	intact-miscore:0.37
uniprotkb:Q15022	uniprotkb:P03126	uniprotkb:Q96BD9|ensembl:ENSP00000316578.5|intact:EBI-1264675|uniprotkb:Q15022	uniprotkb:Q71BI7|intact:EBI-1177242|uniprotkb:P03126	psi-mi:suz12_human(display_short)|psi-mi:Polycomb protein SUZ12(display_long)|uniprotkb:SUZ12(gene name)|uniprotkb:Chromatin precipitated E2F target 9 protein(gene name synonym)|uniprotkb:Joined to JAZF1 protein(gene name synonym)|uniprotkb:Suppressor of zeste 12 protein homolog(gene name synonym)|uniprotkb:KIAA0160(gene name synonym)|uniprotkb:JJAZ1(gene name synonym)|uniprotkb:CHET9(gene name synonym)|MINT:SUZ12(author assigned name)	psi-mi:ve6_hpv16(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)|MINT:E6(author assigned name)	psi-mi:"MI:1203"(split luciferase complementation)	Neveu G. et al.(2012)	intact:EBI-12736076|doi:10.1016/j.ymeth.2012.07.029|pubmed:22898364|imex:IM-28562	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-26503181|imex:IM-28562-841	intact-miscore:0.37
uniprotkb:P67775	uniprotkb:P03129	uniprotkb:P05323|uniprotkb:P13197|ensembl:ENSP00000418447.1|intact:EBI-712311|uniprotkb:P67775	intact:EBI-866453|uniprotkb:P03129	psi-mi:pp2aa_human(display_short)|psi-mi:Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform(display_long)|uniprotkb:PPP2CA(gene name)|uniprotkb:Replication protein C(gene name synonym)	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:"MI:0019"(coimmunoprecipitation)	Pim D. et al.(2005)	intact:EBI-7699716|doi:10.1038/sj.onc.1208935|mint:MINT-1351808|mint:MINT-5217840|pubmed:16044149	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7700040|mint:MINT-74946	intact-miscore:0.6
uniprotkb:P06463	uniprotkb:P16615	intact:EBI-1186926|uniprotkb:P06463	uniprotkb:P16614|uniprotkb:A6NDN7|uniprotkb:B4DF05|uniprotkb:Q86VJ2|ensembl:ENSP00000440045.2|intact:EBI-358933|uniprotkb:P16615	psi-mi:ve6_hpv18(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)	psi-mi:at2a2_human(display_short)|psi-mi:Sarcoplasmic/endoplasmic reticulum calcium ATPase 2(display_long)|uniprotkb:ATP2A2(gene name)|uniprotkb:"Endoplasmic reticulum class 1/2 Ca(2+) ATPase"(gene name synonym)|uniprotkb:Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform(gene name synonym)|uniprotkb:Calcium pump 2(gene name synonym)|uniprotkb:ATP2B(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11723983|psi-mi:"MI:0471"|imex:IM-25307-622	intact-miscore:0.35
uniprotkb:P06463	uniprotkb:P16615	intact:EBI-1186926|uniprotkb:P06463	uniprotkb:P16614|uniprotkb:A6NDN7|uniprotkb:B4DF05|uniprotkb:Q86VJ2|ensembl:ENSP00000440045.2|intact:EBI-358933|uniprotkb:P16615	psi-mi:ve6_hpv18(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)	psi-mi:at2a2_human(display_short)|psi-mi:Sarcoplasmic/endoplasmic reticulum calcium ATPase 2(display_long)|uniprotkb:ATP2A2(gene name)|uniprotkb:"Endoplasmic reticulum class 1/2 Ca(2+) ATPase"(gene name synonym)|uniprotkb:Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform(gene name synonym)|uniprotkb:Calcium pump 2(gene name synonym)|uniprotkb:ATP2B(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724048|psi-mi:"MI:0471"|imex:IM-25307-623	intact-miscore:0.35
